📄 Drag & Drop your CSV file here,output,timestamp
.gradio/flagged/ Drag  Drop your CSV file here/c159c2f2ac9826494940/query_data 1.csv,❌ 'RawData' column not found.,2025-04-22 14:35:46.719133
